Crop,Season,State,Year,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Maize,Rabi,Jammu and Kashmir,2010,685956,2349829.67,709.22,177.78,3.7564,3.4256
Rice,Kharif,Telangana,2009,1530993,4565342.67,1213.2,81.17,6.7413,2.9819
Maize,Rabi,Jharkhand,1999,251205,599836.91,1109.81,84.92,3.394,2.3878
Maize,Rabi,Rajasthan,2018,118253,548292.62,482.15,135.47,0.8458,4.6366
Rice,Kharif,Karnataka,2007,474843,1394192.03,1523.82,157.32,3.9256,2.9361
Wheat,Rabi,Jammu and Kashmir,2008,633411,2828896.88,446.33,133.5,4.7012,4.4661
Wheat,Rabi,Punjab,2002,2471345,17887384.99,395.71,107.61,5.4595,7.2379
Maize,Kharif,Telangana,2006,658404,3020774.39,438.87,179.41,4.769,4.588
Rice,Kharif,Jammu and Kashmir,2017,245774,786476.28,1416.08,146.84,7.2224,3.2
Rice,Kharif,West Bengal,2000,1163032,2936984.15,841.92,169.01,4.4456,2.5253
Maize,Rabi,Himachal Pradesh,2014,270302,1256791.59,434.63,103.18,0.4678,4.6496
Rice,Kharif,Punjab,2017,1917580,11200486.46,1571.09,136.58,6.9485,5.8409
Wheat,Rabi,Maharashtra,2006,245744,905882.22,506.11,123.85,2.0734,3.6863
Rice,Kharif,Karnataka,2010,2688906,8343020.51,1382.59,169.37,4.6218,3.1028
Rice,Kharif,Gujarat,1997,1076811,2497935.36,930.72,125.53,7.9214,2.3198
Maize,Kharif,Tamil Nadu,2018,90782,329669.32,1104.08,158.84,6.9357,3.6314
Maize,Rabi,Madhya Pradesh,2014,74966,305581.82,879.11,109.79,3.5712,4.0763
Maize,Rabi,Jharkhand,2010,62187,171473.88,594.44,138.31,1.3747,2.7574
Rice,Kharif,Gujarat,2010,2671995,7563513.98,848.04,122.66,1.6544,2.8307
Rice,Kharif,Uttar Pradesh,1998,149255,455386.83,1328.03,127.82,2.5895,3.0511
Maize,Rabi,Haryana,2018,270206,944878.76,944.54,167.14,0.4129,3.4969
Maize,Kharif,Maharashtra,2005,699303,2266681.8,716.48,81.11,2.3917,3.2413
Rice,Kharif,Assam,2003,2342381,5339944.38,1190.65,190.03,4.566,2.2797
Maize,Kharif,West Bengal,2017,367021,1318934.22,1110.14,155.97,3.0697,3.5936
Rice,Kharif,Gujarat,2013,1902127,5635183.36,1372.32,92.39,1.0469,2.9626
Rice,Kharif,Andhra Pradesh,1997,77257,304117.68,1407.05,99.16,3.6696,3.9364
Rice,Kharif,Andhra Pradesh,2003,2058739,8554789.51,1531.55,163.48,5.7783,4.1554
Maize,Kharif,West Bengal,2004,292330,844081.79,474.67,109.65,0.944,2.8874
Wheat,Rabi,Bihar,2005,942344,3064446.89,352.29,223.55,2.4218,3.2519
Maize,Rabi,Odisha,2010,608198,2056528.82,803.78,94.43,2.3126,3.3813
Wheat,Rabi,Jammu and Kashmir,2019,1497562,7539671.81,435.93,162.87,4.2088,5.0346
Rice,Kharif,Telangana,2005,2502443,6766983.98,887.18,92.68,3.8718,2.7042
Wheat,Rabi,Bihar,2000,1912728,5839791.6,436.36,155.51,4.4131,3.0531
Wheat,Rabi,Maharashtra,2012,1619842,5639663.34,326.42,131.24,4.2561,3.4816
Rice,Kharif,Madhya Pradesh,2004,2627334,6924030.76,1272.13,160.65,2.8489,2.6354
Maize,Kharif,Karnataka,2006,42034,224385.88,866.42,179.42,5.7857,5.3382
Rice,Kharif,Jharkhand,2000,1612994,3258776.85,1449.42,146.76,4.8985,2.0203
Maize,Kharif,Karnataka,2007,334159,1850091.55,969.5,172.91,4.575,5.5366
Maize,Rabi,Odisha,2017,672377,2378327.11,738.74,118.41,6.5448,3.5372
Maize,Rabi,Himachal Pradesh,2015,62328,291943.16,952.55,156.77,1.9819,4.684
Rice,Kharif,Karnataka,2011,1483555,3920763.11,1517.74,158.83,1.1585,2.6428
Wheat,Rabi,Maharashtra,2019,1105281,4689127.81,303.41,144.92,4.9872,4.2425
Maize,Kharif,Uttar Pradesh,1998,717131,2504758.19,1038.51,149.66,5.9473,3.4927
Rice,Kharif,West Bengal,2007,2349060,6961070.7,1197.08,104.92,7.4984,2.9633
Maize,Kharif,Karnataka,2011,43504,240262.81,516.3,73.57,4.2154,5.5228
Maize,Rabi,Gujarat,2000,692923,2111767.05,958.78,113.12,4.3273,3.0476
Wheat,Rabi,Jammu and Kashmir,2007,19214,89712.17,436.54,224.48,5.7973,4.6691
Rice,Kharif,Bihar,1999,2869753,6004886.16,1457.14,149.15,6.2233,2.0925
Maize,Kharif,Jammu and Kashmir,2001,396326,1162711.68,1035.92,107.3,6.5971,2.9337
Maize,Kharif,West Bengal,2019,727494,2848023.79,882.69,72.95,1.7134,3.9148
Maize,Kharif,Uttarakhand,2011,783656,2497596.17,444.82,127.32,4.1286,3.1871
Maize,Rabi,Gujarat,2001,155647,468031.0,650.07,149.02,5.2457,3.007
Maize,Kharif,Rajasthan,2009,329398,1448433.56,583.48,151.14,3.3249,4.3972
Rice,Kharif,Jammu and Kashmir,2014,672176,2321910.64,1082.5,134.71,1.7477,3.4543
Rice,Kharif,Chhattisgarh,1998,2647368,6551156.92,1068.15,178.21,6.1335,2.4746
Wheat,Rabi,Madhya Pradesh,2014,1339358,5836460.96,691.21,122.19,2.856,4.3577
Rice,Kharif,Uttarakhand,2019,1287521,4010842.23,1155.6,122.19,4.8797,3.1152
Maize,Kharif,Telangana,2003,511384,2325442.52,678.64,80.74,5.1652,4.5474
Wheat,Rabi,Uttar Pradesh,2015,2190823,11502296.4,607.03,218.91,1.451,5.2502
Rice,Kharif,Chhattisgarh,2012,1360471,4189016.2,1065.87,103.78,6.188,3.0791
Rice,Kharif,Karnataka,2009,2564547,7457416.29,1208.44,163.81,5.1139,2.9079
Rice,Kharif,Chhattisgarh,1997,184638,489039.55,1444.04,128.14,0.9964,2.6486
Wheat,Rabi,Uttarakhand,2002,1224112,7387603.35,650.7,101.39,3.5374,6.0351
Wheat,Rabi,Jharkhand,1997,300298,887494.63,691.19,179.91,1.0168,2.9554
Maize,Rabi,Andhra Pradesh,2017,362259,2089848.49,1005.64,87.6,0.5841,5.7689
Maize,Rabi,Karnataka,2016,774989,4791933.01,1125.5,157.67,1.2535,6.1832
Rice,Kharif,Odisha,2012,1238110,3446899.44,1259.27,100.55,2.8353,2.784
Maize,Kharif,Madhya Pradesh,2011,709737,2742045.31,627.5,142.7,5.019,3.8635
Rice,Kharif,Rajasthan,2011,658813,1980419.15,1324.99,147.78,1.6854,3.006
Maize,Rabi,Chhattisgarh,2017,780590,2996810.96,791.03,83.46,2.7011,3.8392
Maize,Rabi,Jharkhand,2000,44581,98008.11,929.54,166.4,4.479,2.1984
Maize,Rabi,Uttar Pradesh,2011,751030,2923726.15,1037.19,149.02,1.2154,3.893
Rice,Kharif,Andhra Pradesh,2009,291017,1306168.53,1556.57,178.43,5.3022,4.4883
Wheat,Rabi,Punjab,1997,2262216,15472418.8,600.35,215.29,2.239,6.8395
Rice,Kharif,Punjab,2011,1970933,11521678.23,1248.55,165.5,0.7981,5.8458
Maize,Kharif,Rajasthan,2012,790829,3408113.71,643.26,156.35,2.1189,4.3095
Rice,Kharif,Bihar,2005,150286,422043.39,986.4,121.57,6.7968,2.8083
Rice,Kharif,Andhra Pradesh,2017,2129129,10867955.26,1389.66,151.5,4.6573,5.1044
Maize,Rabi,Karnataka,1998,131935,660708.78,1036.98,132.25,0.6711,5.0078
Maize,Kharif,Odisha,2018,793490,2859303.36,728.89,165.1,5.5973,3.6035
Maize,Kharif,Bihar,2001,322534,810863.45,891.54,80.28,4.6305,2.514
Maize,Rabi,Madhya Pradesh,1999,598419,1959201.79,1092.05,155.61,6.8258,3.274
Maize,Rabi,Assam,2003,43551,125806.28,1032.58,109.55,6.3103,2.8887
Rice,Kharif,Assam,1999,1258873,2876072.72,1330.07,128.05,6.2037,2.2846
Rice,Kharif,Telangana,1999,1887592,4369788.76,1504.68,138.17,0.7165,2.315
Maize,Kharif,Andhra Pradesh,1999,193803,861370.86,535.99,78.69,6.1475,4.4446
Maize,Kharif,Rajasthan,2016,543277,2534551.13,673.4,120.99,1.8799,4.6653
Maize,Kharif,Andhra Pradesh,2008,782948,3995278.28,610.65,129.88,1.5474,5.1029
Maize,Rabi,Assam,2014,752159,2622470.17,840.89,153.19,1.1522,3.4866
Maize,Kharif,Punjab,1999,349525,950202.2,1081.87,164.53,2.9081,2.7186
Maize,Rabi,Maharashtra,2005,463089,1468400.31,1033.47,175.67,4.6846,3.1709
Maize,Kharif,Haryana,2003,477436,1381416.12,792.48,109.14,6.6115,2.8934
Maize,Kharif,Assam,2011,673470,2253764.84,569.87,140.47,4.9541,3.3465
Rice,Kharif,Gujarat,2009,784149,2232827.46,1125.71,92.78,1.0429,2.8475
Maize,Kharif,Chhattisgarh,2004,87860,264035.56,809.04,92.35,5.7332,3.0052
Rice,Kharif,Rajasthan,2005,485993,1234806.24,964.16,197.97,3.6486,2.5408
Maize,Rabi,Assam,2019,259063,985769.87,970.87,118.15,3.5072,3.8051
Wheat,Rabi,Madhya Pradesh,2010,1360666,5948755.19,344.19,178.48,0.6801,4.3719
Rice,Kharif,Andhra Pradesh,2007,1436652,6776701.62,987.6,81.53,1.1675,4.717
Maize,Kharif,Punjab,2009,142509,445651.0,1183.42,145.46,5.7737,3.1272
Rice,Kharif,Chhattisgarh,2002,856414,2612511.3,1565.87,113.48,2.7387,3.0505
Maize,Rabi,Jammu and Kashmir,2018,213795,850723.29,558.26,89.16,6.2435,3.9792
Maize,Kharif,Uttarakhand,2008,12459,39473.31,862.39,82.96,0.4475,3.1683
Wheat,Rabi,Haryana,2014,2419733,19367259.48,350.59,139.06,1.3516,8.0039
Rice,Kharif,Karnataka,2004,1526331,4080294.45,1476.41,154.08,6.603,2.6733
Maize,Kharif,West Bengal,2007,55931,198487.81,842.58,117.61,4.2618,3.5488
Maize,Kharif,Haryana,1998,402542,1179352.19,622.61,174.63,3.1823,2.9298
Maize,Rabi,Tamil Nadu,2004,245068,722132.73,706.46,150.38,1.076,2.9467
Rice,Kharif,Odisha,2013,2112430,5296071.68,1583.54,104.08,3.4448,2.5071
Maize,Kharif,Tamil Nadu,2015,561860,1997377.66,780.21,93.07,5.6513,3.5549
Rice,Kharif,Andhra Pradesh,2001,2776132,12204970.61,1068.23,97.53,0.7873,4.3964
Rice,Kharif,Himachal Pradesh,2020,2112097,6932083.43,855.99,103.1,5.2578,3.2821
Wheat,Rabi,Himachal Pradesh,2001,155957,700828.86,350.49,135.4,3.9774,4.4937
Maize,Rabi,Tamil Nadu,2011,222723,697650.27,439.14,86.31,4.7116,3.1324
Rice,Kharif,Jammu and Kashmir,1997,2904145,7742264.36,1137.73,87.62,3.3621,2.6659
Maize,Kharif,Bihar,2020,506111,1736054.45,788.16,153.66,0.4627,3.4302
Maize,Rabi,Karnataka,2000,496699,2601482.64,753.77,103.31,2.2128,5.2375
Maize,Rabi,Chhattisgarh,2013,453906,1571332.91,988.94,97.13,2.5602,3.4618
Maize,Kharif,Andhra Pradesh,2010,22094,120334.05,814.09,179.28,2.3922,5.4465
Maize,Kharif,Uttar Pradesh,2008,773844,2820242.38,1085.73,84.73,3.7074,3.6445
Maize,Rabi,Uttarakhand,2013,479419,1561625.59,796.23,79.14,5.3703,3.2573
Wheat,Rabi,Uttarakhand,2015,199240,1467169.52,351.28,154.96,4.9145,7.3638
Maize,Kharif,Chhattisgarh,2015,269039,987714.86,797.16,79.93,4.3588,3.6713
Maize,Kharif,Assam,2006,649328,2089883.43,746.97,117.24,3.2316,3.2185
Wheat,Rabi,Madhya Pradesh,2017,1526821,6646496.51,362.81,143.82,2.8167,4.3532
Rice,Kharif,Tamil Nadu,2008,2927475,12380110.04,923.0,135.11,2.9879,4.2289
Rice,Kharif,West Bengal,2006,2321001,6802090.47,1131.19,170.77,2.2063,2.9307
Maize,Rabi,Chhattisgarh,2001,172457,561202.69,1050.78,172.71,5.1594,3.2542
Wheat,Rabi,Rajasthan,1998,979980,2984150.85,453.21,122.92,1.5195,3.0451
Maize,Kharif,Madhya Pradesh,2016,56047,238241.8,1041.25,101.12,5.6678,4.2508
Wheat,Rabi,Uttar Pradesh,2014,684401,3735977.6,584.72,142.79,5.8473,5.4588
Maize,Rabi,Bihar,2004,695388,1684698.46,1100.66,92.6,4.4057,2.4227
Maize,Rabi,Maharashtra,2012,492521,1715677.04,813.56,127.57,4.4265,3.4835
Rice,Kharif,Punjab,2005,198325,1140884.23,1242.29,189.67,6.055,5.7526
Rice,Kharif,Jammu and Kashmir,2013,2701943,7699747.77,1597.61,157.65,3.2402,2.8497
Maize,Kharif,Himachal Pradesh,2006,226449,966193.21,987.26,134.87,1.5153,4.2667
Rice,Kharif,West Bengal,2012,1976730,6468042.91,1110.07,183.78,1.3688,3.2721
Maize,Rabi,Bihar,1999,682737,1537616.39,431.54,156.75,0.6202,2.2521
Maize,Kharif,Himachal Pradesh,2010,791804,3817871.16,606.93,123.13,5.2175,4.8217
Maize,Rabi,Odisha,2013,82101,319852.61,776.79,123.28,6.2772,3.8958
Maize,Rabi,Bihar,2005,702860,1939487.82,871.16,89.29,2.425,2.7594
Maize,Kharif,Jammu and Kashmir,2011,478858,1628986.49,1063.57,103.29,3.8657,3.4018
Maize,Rabi,Jammu and Kashmir,2001,538853,1559926.13,721.11,74.43,0.6568,2.8949
Maize,Rabi,Uttarakhand,2019,328301,1212435.83,755.19,135.8,0.7212,3.6931
Maize,Rabi,Jammu and Kashmir,1999,586128,1605237.49,565.73,93.75,6.14,2.7387
Maize,Rabi,Rajasthan,2007,54261,207434.32,1141.19,112.63,6.7142,3.8229
Wheat,Rabi,Madhya Pradesh,2003,1268184,5305030.14,573.62,227.18,4.0263,4.1832
Maize,Kharif,Uttarakhand,2020,209553,800044.26,969.55,165.68,6.1831,3.8179
Maize,Kharif,Gujarat,1999,83957,230742.47,512.61,176.32,6.0769,2.7483
Wheat,Rabi,Uttar Pradesh,1997,1973143,9069150.73,511.65,245.66,5.2064,4.5963
Maize,Rabi,Andhra Pradesh,2019,121123,694552.36,503.31,116.03,5.3047,5.7343
Wheat,Rabi,Himachal Pradesh,2003,878884,4383950.64,534.81,212.84,4.3625,4.9881
Rice,Kharif,Rajasthan,2001,835651,2356556.36,1331.5,90.27,7.8099,2.82
Maize,Rabi,Rajasthan,2004,600990,2434412.77,736.69,130.1,1.5403,4.0507
Maize,Rabi,Punjab,2006,748826,2327838.55,914.19,116.62,2.8847,3.1087
Wheat,Rabi,Madhya Pradesh,2007,703754,2863307.35,329.95,173.75,1.6731,4.0686
Maize,Rabi,Karnataka,2020,200454,1291465.93,963.24,91.78,1.6011,6.4427
Rice,Kharif,Jharkhand,2015,2846246,6637990.83,1282.53,128.53,4.134,2.3322
Wheat,Rabi,Rajasthan,2006,851909,3148426.82,634.79,137.42,2.9018,3.6957
Maize,Rabi,Jharkhand,1998,62174,151328.22,842.69,146.72,1.2334,2.4339
Maize,Rabi,Andhra Pradesh,2008,690073,3417517.65,1118.58,78.56,2.0605,4.9524
Maize,Rabi,Tamil Nadu,2012,638790,2173507.64,1144.25,138.56,3.399,3.4025
Rice,Kharif,Bihar,2000,2505197,6364928.2,1238.69,119.02,7.9597,2.5407
Rice,Kharif,Maharashtra,2012,1193594,3414689.88,919.46,112.84,0.6144,2.8608
Rice,Kharif,West Bengal,2017,480602,1609245.12,1304.33,165.57,7.8462,3.3484
Maize,Rabi,Maharashtra,2004,151622,487361.86,598.23,140.91,2.0379,3.2143
Rice,Kharif,Chhattisgarh,1999,203918,564334.87,1163.86,117.74,2.9246,2.7675
Rice,Kharif,Haryana,2004,68664,322031.5,1363.79,104.69,6.1424,4.69
Rice,Kharif,Gujarat,2014,2131753,6929290.02,920.4,104.51,7.6408,3.2505
Maize,Rabi,Odisha,1997,595341,1608678.98,1196.88,78.06,1.8068,2.7021
Maize,Kharif,Gujarat,2007,723430,2331964.22,650.12,130.73,0.4856,3.2235
Maize,Rabi,Bihar,2017,141381,488103.76,781.0,119.08,2.8373,3.4524
Rice,Kharif,Karnataka,2020,2934108,9478626.18,1054.37,182.19,4.116,3.2305
Wheat,Rabi,Rajasthan,2001,1880306,6190866.88,541.05,163.92,4.2317,3.2925
Maize,Rabi,Himachal Pradesh,2008,718666,3398244.54,717.96,92.41,4.0439,4.7285
Maize,Rabi,Telangana,2018,15372,82068.46,458.98,73.3,1.1602,5.3388
Rice,Kharif,Chhattisgarh,2014,1911683,6520057.69,1390.17,82.58,1.918,3.4106
Maize,Rabi,West Bengal,2011,217705,776420.82,402.83,154.19,0.4806,3.5664
Wheat,Rabi,Himachal Pradesh,2015,2459335,14166838.25,310.76,233.7,2.2452,5.7604
Maize,Kharif,Bihar,2015,72557,232587.9,907.14,163.06,2.1618,3.2056
Rice,Kharif,Haryana,2013,1106528,5995486.47,954.46,82.84,1.1896,5.4183
Maize,Kharif,Tamil Nadu,2007,364513,1053047.96,1176.39,119.81,1.2803,2.8889
Maize,Kharif,Punjab,2002,189019,549990.05,888.76,140.26,3.0762,2.9097
Wheat,Rabi,Rajasthan,2015,2395951,9049891.93,570.01,199.01,4.2066,3.7772
Rice,Kharif,Uttar Pradesh,2015,108654,397842.72,1223.07,165.9,7.732,3.6616
Maize,Rabi,Madhya Pradesh,2004,436709,1759561.89,892.86,118.66,1.8338,4.0291
Maize,Rabi,Uttarakhand,2014,122149,431829.9,462.19,155.22,5.3984,3.5353
Rice,Kharif,Uttar Pradesh,1999,1056067,2715139.47,939.05,89.01,0.5201,2.571
Maize,Rabi,Gujarat,2002,449730,1412518.03,825.55,160.57,2.0336,3.1408
Rice,Kharif,Himachal Pradesh,2012,1021795,2859891.89,1557.96,97.25,7.2178,2.7989
Rice,Kharif,Tamil Nadu,2001,632138,2425871.71,1407.07,136.29,5.1151,3.8376
Rice,Kharif,Madhya Pradesh,2009,2797349,7601167.32,800.23,98.89,7.9761,2.7173
Rice,Kharif,Uttarakhand,2004,2422509,6782272.03,1394.01,171.91,4.6229,2.7997
Wheat,Rabi,Rajasthan,1999,1882955,5776483.7,515.43,151.77,3.4459,3.0678
Maize,Kharif,Jammu and Kashmir,2009,112241,378124.32,625.69,83.75,3.2935,3.3689
Wheat,Rabi,Gujarat,2008,353822,1379221.18,636.72,228.81,1.098,3.8981
Maize,Kharif,Madhya Pradesh,2001,195802,732634.53,1014.23,84.19,3.7189,3.7417
Maize,Kharif,Punjab,2015,694719,2398007.54,1090.69,132.49,6.3493,3.4518
Maize,Rabi,Assam,2020,544926,1910492.39,730.5,90.67,6.9088,3.506
Wheat,Rabi,Uttarakhand,2004,400467,2648635.11,461.14,212.47,4.2598,6.6139
Rice,Kharif,Telangana,2004,224527,558432.77,1408.0,132.96,2.1391,2.4872
Maize,Kharif,Madhya Pradesh,2012,287329,1263092.24,728.67,130.08,2.822,4.396
Rice,Kharif,Maharashtra,1999,158485,340698.75,873.06,195.43,6.7697,2.1497
Rice,Kharif,Uttar Pradesh,2009,2973670,9009465.41,1347.65,86.25,3.4183,3.0297
Maize,Kharif,Bihar,2014,614908,1921147.95,446.81,105.16,6.1969,3.1243
Rice,Kharif,Punjab,2019,474422,2927103.28,816.8,161.29,3.3419,6.1698
Maize,Kharif,Uttarakhand,2004,703435,2116499.25,993.35,151.47,1.1883,3.0088
Rice,Kharif,Jharkhand,2007,2614075,5443462.11,1103.8,123.03,0.7161,2.0824
Maize,Rabi,Assam,2013,584606,1916973.58,1084.0,79.51,6.056,3.2791
Rice,Kharif,Odisha,2003,1433555,2731643.18,984.01,148.37,2.343,1.9055
Maize,Kharif,Bihar,2012,262143,884250.11,777.96,151.59,6.7387,3.3732
Rice,Kharif,Bihar,2014,1594115,4263133.58,1439.92,193.44,6.566,2.6743
Maize,Kharif,Assam,2000,93834,283999.99,647.67,111.43,5.625,3.0266
Rice,Kharif,Maharashtra,2003,1362490,3839527.89,1131.14,147.5,2.1596,2.818
Maize,Rabi,Haryana,2005,499596,1755710.53,823.55,154.35,6.9974,3.5143
Rice,Kharif,Haryana,2001,1516266,6479257.52,1544.38,129.79,3.4734,4.2732
Maize,Rabi,Andhra Pradesh,2020,98190,540021.83,487.42,132.99,5.6637,5.4998
Rice,Kharif,West Bengal,1998,1163446,3121026.09,830.61,151.59,3.0927,2.6826
Maize,Rabi,Odisha,2003,387746,1263403.63,491.11,132.02,4.3087,3.2583
Rice,Kharif,Jammu and Kashmir,1998,787722,2055750.07,1443.29,163.51,3.9841,2.6097
Maize,Rabi,Chhattisgarh,2015,617710,2097026.16,989.79,158.64,5.3101,3.3948
Maize,Kharif,Assam,1999,567636,1591422.19,498.87,110.54,5.3435,2.8036
Wheat,Rabi,Punjab,2018,1908837,17372276.03,409.21,199.34,2.1333,9.101
Maize,Rabi,Chhattisgarh,2018,156624,553813.44,445.85,125.78,5.9122,3.5359
Maize,Rabi,Haryana,2011,156631,509614.83,543.09,148.33,3.1692,3.2536
Rice,Kharif,Maharashtra,2020,2161496,6712227.87,1269.97,198.61,2.2445,3.1054
Rice,Kharif,Himachal Pradesh,2014,1971020,6072261.77,1043.27,95.83,6.4201,3.0808
Rice,Kharif,Punjab,2007,528203,2804007.66,1427.81,139.73,5.0675,5.3086
Maize,Kharif,Jharkhand,2011,502549,1305791.92,1037.8,141.02,3.5779,2.5983
Maize,Kharif,Uttarakhand,2005,627886,1759623.56,1188.22,168.25,5.0497,2.8025
Maize,Rabi,Jharkhand,2020,738478,2325404.87,1124.16,150.77,2.3395,3.1489
Maize,Kharif,Telangana,2010,272865,1334748.96,536.26,101.24,5.6086,4.8916
Maize,Rabi,Uttar Pradesh,2020,687524,2713596.93,708.27,116.64,2.0288,3.9469
Maize,Kharif,Jammu and Kashmir,2000,214398,573126.75,1041.01,85.22,2.05,2.6732
Rice,Kharif,Tamil Nadu,2018,297102,1445272.78,1291.58,119.03,0.7038,4.8646
Rice,Kharif,Assam,2012,2690191,5564276.97,1468.94,163.92,5.1224,2.0684
Maize,Rabi,Odisha,2015,447519,1624080.3,917.54,74.07,1.4518,3.6291
Wheat,Rabi,Maharashtra,2005,2317374,8468468.56,399.94,169.31,4.8822,3.6543
Maize,Rabi,Rajasthan,2011,644008,2813675.29,586.18,101.95,1.6775,4.369
Wheat,Rabi,Haryana,1998,2127193,14682305.09,470.7,236.03,2.8417,6.9022
Maize,Rabi,West Bengal,2005,63624,176177.47,1011.24,174.26,4.1996,2.769
Rice,Kharif,Andhra Pradesh,2004,876589,3694707.67,1166.04,111.48,6.9698,4.2149
Rice,Kharif,Uttar Pradesh,1997,2731950,7481505.69,889.06,168.99,2.3367,2.7385
Maize,Rabi,Bihar,2015,725219,2422766.19,880.99,114.65,1.1495,3.3407
Rice,Kharif,Haryana,2009,1153487,5293812.01,977.42,89.6,0.7832,4.5894
Maize,Rabi,Jharkhand,2001,29302,71876.51,472.04,113.26,3.4177,2.453
Maize,Kharif,Punjab,2012,365987,1092140.73,1192.23,134.1,4.4358,2.9841
Wheat,Rabi,Maharashtra,2007,1176675,4184855.38,320.14,133.41,3.9669,3.5565
Maize,Kharif,Bihar,2017,107747,361327.98,517.24,116.83,3.1195,3.3535
Wheat,Rabi,Jharkhand,2011,1209212,5095959.47,484.54,163.37,3.7949,4.2143
Maize,Rabi,West Bengal,2000,85089,280358.0,808.39,82.54,3.7657,3.2949
Wheat,Rabi,Uttarakhand,1999,1608999,9401890.35,454.43,199.55,4.9783,5.8433
Maize,Rabi,Jammu and Kashmir,1997,371643,1174252.04,644.15,157.49,1.9021,3.1596
Wheat,Rabi,Punjab,2004,1003823,7470430.78,383.95,210.64,4.2281,7.442
Maize,Rabi,Jammu and Kashmir,2012,209394,789253.5,815.96,144.55,6.9552,3.7692
Maize,Rabi,Madhya Pradesh,2020,206205,934735.55,607.48,169.25,3.098,4.533
Maize,Kharif,Tamil Nadu,2001,583443,1570108.1,503.82,167.27,0.8339,2.6911
Rice,Kharif,Telangana,2018,2290132,7731658.45,1250.47,116.08,3.4648,3.3761
Maize,Kharif,Jharkhand,2002,570979,1366295.09,573.82,165.01,0.7725,2.3929
Wheat,Rabi,Bihar,2013,1894531,6421037.77,686.63,102.46,2.2339,3.3892
Maize,Rabi,Madhya Pradesh,2000,306022,1053573.78,461.38,165.07,6.0449,3.4428
Rice,Kharif,Maharashtra,1998,572716,1360113.47,1375.8,116.04,2.8196,2.3748
Maize,Rabi,Punjab,2000,676237,2060357.68,734.16,82.67,0.5377,3.0468
Maize,Rabi,Himachal Pradesh,2005,697687,2989851.14,625.22,96.13,0.7276,4.2854
Maize,Rabi,Bihar,2009,421332,1172426.98,482.41,77.02,6.1994,2.7827
Maize,Kharif,Gujarat,2012,659643,2345429.82,421.84,123.32,1.237,3.5556
Rice,Kharif,Odisha,1997,1951740,4213692.0,1308.55,123.78,3.2764,2.1589
Rice,Kharif,Maharashtra,2002,1065846,2932705.57,825.26,193.78,1.3242,2.7515
Maize,Rabi,Rajasthan,2016,524383,2461305.64,821.82,141.19,0.9542,4.6937
Maize,Kharif,Jharkhand,2019,16755,53352.32,941.91,86.88,2.7634,3.1843
Maize,Kharif,Gujarat,2017,128792,484458.69,955.58,120.1,0.6152,3.7616
Maize,Kharif,West Bengal,2018,452861,1756278.13,912.77,173.74,0.7423,3.8782
Rice,Kharif,Assam,2018,1615755,4982800.72,1232.35,100.18,2.3387,3.0839
Maize,Kharif,Uttarakhand,2002,341241,960250.86,589.52,166.39,6.9056,2.814
Maize,Kharif,West Bengal,2000,554414,1602030.75,462.92,165.76,5.3223,2.8896
Maize,Kharif,West Bengal,2015,319070,1198834.66,690.67,117.96,3.6799,3.7573
Maize,Kharif,Chhattisgarh,2020,342833,1259509.01,413.3,109.62,0.702,3.6738
Wheat,Rabi,Madhya Pradesh,2012,1010657,4540360.35,548.35,182.19,5.8512,4.4925
Maize,Rabi,Karnataka,2013,661895,3922134.52,927.46,100.41,1.6785,5.9256
Maize,Kharif,Rajasthan,2011,141014,584684.11,891.43,124.6,5.2126,4.1463
Maize,Rabi,Karnataka,2017,777652,4696647.21,404.17,107.29,1.9582,6.0395
Wheat,Rabi,Madhya Pradesh,2018,18587,84378.05,543.51,100.64,0.3546,4.5396
Rice,Kharif,Tamil Nadu,2012,243524,1116705.4,882.48,171.94,6.0917,4.5856
Rice,Kharif,Telangana,2012,1132351,3214725.28,1530.29,127.05,5.7471,2.839
Maize,Kharif,Assam,2012,19892,67513.25,993.14,136.42,6.4069,3.394
Rice,Kharif,Maharashtra,2019,2690142,9742760.03,1436.49,184.74,6.8863,3.6217
Maize,Kharif,Andhra Pradesh,1997,84046,435758.89,754.5,164.75,4.0321,5.1848
Rice,Kharif,Odisha,2019,2629020,6916044.37,851.9,141.03,6.1348,2.6307
Maize,Kharif,West Bengal,2008,383799,1358115.85,710.47,170.97,6.2182,3.5386
Rice,Kharif,Telangana,2002,1497599,3820100.45,1563.69,176.55,2.6784,2.5508
Wheat,Rabi,Uttar Pradesh,2012,1484049,7670247.18,491.46,226.86,1.9089,5.1685
Wheat,Rabi,Punjab,2017,475277,4066623.4,689.86,217.25,3.775,8.5563
Maize,Kharif,Assam,1998,787169,2247944.3,840.31,108.7,3.3947,2.8557
Rice,Kharif,Telangana,2006,1710075,4727076.61,1511.66,119.78,2.2818,2.7643
Maize,Rabi,Assam,1999,674567,1989958.94,1152.23,81.92,1.9432,2.95
Maize,Kharif,Andhra Pradesh,2000,371346,1767930.29,680.88,175.4,4.6599,4.7609
Rice,Kharif,Telangana,2013,558364,1701220.02,1253.8,192.21,3.1919,3.0468
Maize,Rabi,Punjab,2005,598128,1892580.75,801.91,112.72,1.5868,3.1642
Maize,Rabi,Uttar Pradesh,2018,183758,795571.3,841.43,142.58,4.1337,4.3295
